Id,YearBuilt,YearRemodAdd,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,MoSold,YrSold
735,1968,1968,0,0,1,0,3,1,6,0,1968,1,5,2007
736,1914,1970,0,0,1,1,2,1,6,2,1914,2,10,2006
737,1950,1950,0,0,2,0,2,2,6,0,1949,2,7,2006
738,2005,2005,0,0,2,1,3,1,8,1,2005,3,6,2006
739,1987,1988,3,0,3,0,3,1,5,0,NA,0,3,2009
740,2004,2004,0,0,2,1,3,1,7,0,2004,2,4,2009
741,1910,2002,0,0,2,0,2,1,7,0,1910,2,5,2007
742,1961,1996,1,1,1,0,3,1,5,0,1962,1,5,2008
743,2000,2001,0,0,2,0,3,1,6,0,2000,2,12,2007
744,1963,1999,0,1,2,0,3,1,6,1,1997,2,10,2009
745,1993,1993,1,0,2,0,2,1,5,1,1993,2,10,2008
746,1976,1996,0,1,3,1,4,1,11,2,1994,2,7,2008
747,2000,2000,0,0,2,1,4,1,8,1,2000,2,4,2009
748,1880,2003,0,0,1,1,4,1,8,1,1950,4,5,2009
749,1996,1996,1,0,2,0,3,1,7,1,1996,2,3,2010
750,1945,1950,0,0,2,0,4,1,9,0,1945,1,4,2009
751,1910,2004,0,0,1,0,3,1,7,0,NA,0,6,2010
752,2003,2003,0,0,2,1,3,1,6,0,2003,2,8,2007
753,1997,1997,1,0,2,0,3,1,6,0,1997,2,7,2006
754,2005,2005,0,0,2,1,3,1,8,1,2005,3,3,2006
755,1969,2005,1,0,1,0,3,1,5,0,1969,2,7,2009
756,1999,1999,0,0,2,1,3,1,6,0,1999,2,3,2009
757,2007,2007,0,0,2,1,3,1,7,0,2007,2,4,2009
758,1978,1978,0,0,2,1,3,1,6,1,1978,2,4,2010
759,1999,1999,0,0,2,1,3,1,6,0,1999,2,8,2008
760,1995,1995,0,0,2,1,4,1,9,1,1995,3,11,2007
761,1959,1959,0,0,1,0,2,1,5,0,2008,1,10,2009
762,1924,1950,0,0,1,0,2,1,5,0,1965,2,10,2009
763,2009,2009,0,0,2,1,3,1,7,0,2009,2,6,2010
764,1999,1999,1,0,2,1,3,1,8,1,1999,3,7,2009
765,1995,1996,1,0,1,1,2,1,6,1,1995,2,4,2006
766,2008,2008,0,0,2,0,2,1,6,1,2008,2,8,2008
767,1988,1988,0,0,2,1,3,1,7,1,1988,2,3,2010
768,1940,1985,1,0,2,0,4,1,7,0,1989,1,7,2008
769,2004,2005,0,0,2,0,3,1,8,1,2004,2,10,2006
770,2003,2003,1,0,3,1,4,1,12,1,2003,3,6,2010
771,1982,1982,1,0,1,0,2,1,5,0,1983,2,4,2009
772,1951,1951,0,0,1,0,2,1,6,0,1951,2,4,2006
773,1976,1976,1,0,1,0,3,1,6,1,1976,2,3,2010
774,1958,1958,0,0,1,0,2,1,5,0,1958,1,7,2007
775,2006,2006,0,0,2,0,3,1,9,1,2006,3,7,2007
776,1998,1998,1,0,2,0,2,1,5,0,1998,2,6,2009
777,2005,2006,0,0,2,0,3,1,7,0,2005,3,7,2006
778,1974,1974,1,0,1,0,3,1,5,1,1974,2,6,2006
779,1977,1977,0,0,2,0,4,2,10,2,1977,2,10,2007
780,1977,1977,1,0,1,0,2,1,4,0,1977,2,5,2006
781,1995,1996,0,0,2,0,3,1,6,1,1995,2,6,2007
782,1992,1992,0,0,2,1,3,1,7,0,1992,2,7,2006
783,2001,2002,0,0,2,0,3,1,6,0,2001,2,6,2009
784,1978,1978,1,0,1,0,1,1,4,1,1978,2,7,2009
785,1914,2001,0,0,2,0,3,1,9,1,NA,0,6,2008
786,1967,1967,0,0,2,0,3,1,7,1,1967,2,9,2009
787,1915,1950,1,0,2,0,4,1,7,0,1961,1,6,2010
788,2004,2004,1,0,2,1,4,1,8,0,2004,2,1,2010
789,1954,2000,0,0,1,0,2,1,4,0,1954,1,8,2008
790,1966,2007,0,0,2,1,5,1,9,0,1966,2,7,2007
791,2005,2006,0,0,2,0,2,1,5,1,2005,2,9,2009
792,1976,1976,1,0,1,0,3,1,5,2,1976,2,5,2007
793,1996,1997,1,0,2,1,3,1,8,1,1997,2,6,2007
794,2007,2007,0,0,2,0,3,1,7,0,2007,2,6,2007
795,1994,1996,0,0,2,1,3,1,7,1,1994,2,10,2008
796,1980,1981,0,0,2,1,3,1,7,1,1980,2,4,2010
797,1977,1977,0,0,1,1,3,1,7,1,1977,2,4,2007
798,1953,1953,0,0,1,0,2,1,4,0,1953,1,4,2008
799,2008,2009,0,0,3,1,4,1,11,2,2009,3,7,2009
800,1937,1950,1,0,1,1,3,1,7,2,1939,1,6,2007
801,1997,1997,1,0,2,1,4,1,8,0,1997,2,5,2008
802,1916,1990,1,0,1,0,2,1,5,0,1957,2,7,2007
803,2005,2005,1,0,2,1,3,1,7,1,2005,2,10,2008
804,2008,2009,0,0,3,1,4,1,12,1,2009,3,1,2009
805,1954,1954,0,0,1,0,2,1,5,0,1954,1,6,2006
806,2008,2008,0,0,2,0,3,1,6,0,2008,2,7,2008
807,1967,1967,0,0,2,0,3,1,6,0,1967,1,10,2006
808,1923,2004,2,0,1,1,3,1,6,1,1923,2,5,2009
809,1966,1966,1,0,1,0,3,1,6,1,1966,2,6,2006
810,1898,1965,0,0,2,0,2,3,11,0,1910,2,11,2009
811,1974,1999,1,0,1,1,3,1,5,1,1974,2,1,2006
812,2004,2004,1,0,1,0,1,1,4,1,2004,2,6,2008
813,1952,1952,0,0,1,0,2,1,4,0,1952,2,6,2010
814,1958,1958,0,0,1,1,4,1,7,0,1958,1,4,2007
815,1918,1950,0,1,1,1,3,1,7,0,1955,1,7,2006
816,1998,1998,0,0,2,0,3,1,6,0,1998,2,5,2010
817,1954,1954,0,0,1,0,2,1,4,1,1954,1,7,2006
818,2002,2002,1,0,2,0,3,1,7,2,2002,3,7,2008
819,1971,1971,1,0,1,0,3,1,6,0,1971,2,6,2010
820,2009,2010,1,0,2,0,2,1,6,1,2010,2,6,2010
821,2003,2003,0,0,2,1,3,1,6,0,2003,2,6,2008
822,1953,1953,0,0,1,0,2,1,4,0,1974,2,2,2009
823,2003,2003,0,0,2,1,3,1,7,1,2003,2,10,2007
824,1940,1950,0,0,2,0,3,1,7,1,1940,1,7,2009
825,2006,2006,0,0,2,0,3,1,7,1,2006,2,6,2006
826,2007,2008,1,0,2,0,2,1,7,1,2007,3,6,2008
827,1924,1950,1,0,1,0,2,1,5,0,NA,0,5,2008
828,2001,2001,0,0,2,0,3,1,6,1,2001,2,4,2009
829,1967,1967,0,1,2,1,3,1,7,0,1967,2,6,2009
830,2005,2005,0,0,2,1,2,1,4,0,2005,2,7,2006
831,1957,1957,1,0,1,1,3,1,6,2,1957,2,6,2008
832,2005,2005,0,0,2,1,2,1,4,0,2005,2,6,2006
833,2003,2003,1,0,2,1,3,1,7,1,2003,2,1,2010
834,1964,1964,0,0,1,1,3,1,6,0,1964,2,2,2009
835,1961,1961,1,0,1,0,3,1,6,0,1961,2,9,2008
836,1950,1995,0,0,2,0,2,1,4,0,1996,2,2,2010
837,1948,1973,1,0,1,0,2,1,5,0,1948,2,6,2007
838,1973,1973,1,0,1,1,2,1,5,0,1973,1,11,2008
839,1995,2006,0,0,1,1,3,1,6,0,1999,1,6,2008
840,1946,1995,0,0,1,0,3,1,6,0,1946,1,5,2008
841,1925,1950,0,0,2,0,4,1,7,0,1934,1,3,2008
842,1904,2002,0,0,2,0,3,1,8,1,1983,2,6,2008
843,1966,1966,1,0,1,1,3,1,6,0,1966,2,5,2008
844,1961,1961,0,0,2,0,6,2,10,0,NA,0,7,2007
845,1915,1950,0,0,1,1,4,1,7,1,1949,3,6,2008
846,1975,1981,1,0,2,0,3,1,6,2,1975,2,1,2007
847,1993,1993,1,0,2,1,3,1,7,1,1993,2,7,2009
848,1972,1972,1,0,1,0,3,1,5,1,1972,1,8,2009
849,1908,1997,0,0,3,0,5,1,10,1,1908,2,9,2008
850,1976,1994,0,0,2,1,3,1,7,1,1976,2,8,2007
851,2003,2003,1,0,1,0,1,1,3,0,2003,2,11,2007
852,2003,2003,0,0,2,0,2,1,7,1,2003,2,5,2006
853,1941,1950,0,0,2,0,4,1,7,2,1941,1,8,2007
854,1964,1964,0,0,1,1,3,1,7,1,1964,2,8,2009
855,1955,1974,1,0,1,1,3,1,6,1,1955,2,7,2006
856,1962,2010,1,0,1,1,3,1,6,0,1962,1,4,2010
857,1978,1978,1,0,1,0,3,1,5,0,1981,2,10,2008
858,1994,1995,0,0,2,1,3,1,6,1,1994,2,3,2009
859,1976,1976,0,0,2,0,3,1,6,1,1976,2,6,2009
860,1968,1984,1,0,2,1,4,1,9,1,1968,2,8,2006
861,1918,1998,0,0,1,1,3,1,7,1,1925,1,6,2007
862,1965,1965,1,0,1,1,3,1,6,0,1965,2,4,2010
863,1984,1985,0,0,2,0,3,1,6,0,1986,2,5,2010
864,1959,1959,1,0,1,0,3,1,6,0,1959,1,7,2009
865,2007,2008,0,0,2,0,3,1,6,0,2008,2,5,2008
866,1970,1970,1,0,1,0,3,1,5,0,1973,2,8,2009
867,2006,2007,0,0,2,0,3,1,6,1,2007,3,11,2007
868,1961,1961,1,0,1,1,3,1,5,0,1961,2,5,2007
869,1948,1950,0,0,2,0,2,1,7,1,1979,2,5,2006
870,1993,1994,1,0,2,1,3,1,8,1,1993,2,6,2010
871,1962,1962,0,0,1,0,2,1,5,0,1962,1,8,2009
872,1998,1998,0,0,2,1,3,1,7,0,1998,2,6,2010
873,1953,1996,0,0,1,0,3,1,5,0,1953,2,10,2008
874,1949,1950,0,0,1,0,3,1,6,1,1949,1,9,2009
875,1941,1950,0,0,1,1,3,1,5,0,1941,1,8,2009
876,2007,2007,0,0,2,1,4,1,11,1,2007,2,8,2007
877,1963,1963,1,0,1,0,3,1,5,0,1963,2,1,2007
878,2004,2005,1,0,2,1,4,1,10,1,2004,3,6,2009
879,1961,1995,1,0,1,0,3,1,6,0,1987,2,6,2010
880,1978,2005,1,0,1,0,3,1,6,0,1978,1,7,2009
881,2005,2006,1,0,1,1,2,1,5,0,2005,2,6,2007
882,1990,1991,0,0,2,1,3,1,7,1,1990,2,4,2007
883,1992,1993,0,0,2,1,3,1,7,1,1993,2,12,2009
884,1912,1950,1,0,1,0,5,1,10,0,1997,1,3,2006
885,1967,1967,0,0,1,0,3,1,5,0,1967,1,7,2009
886,1999,2000,1,0,2,0,2,1,5,1,1999,2,1,2008
887,1959,2005,0,0,2,0,4,2,8,0,2005,2,6,2006
888,1955,1955,0,0,1,1,3,1,8,0,1955,1,4,2008
889,1970,1970,1,0,2,0,4,1,8,1,1970,2,10,2007
890,1953,1953,1,0,1,0,2,1,6,1,1953,2,2,2009
891,1949,2006,0,0,1,0,3,1,6,1,2003,2,7,2007
892,1978,1978,0,0,2,1,3,1,7,1,1978,2,7,2009
893,1963,2003,0,1,1,0,3,1,6,0,1963,1,2,2006
894,1954,1954,1,0,1,0,3,1,6,1,1954,1,6,2008
895,1979,1979,0,0,2,0,4,2,8,0,1979,2,6,2009
896,1963,1963,1,0,1,1,4,1,8,1,1963,2,10,2008
897,1936,1950,0,0,1,0,2,1,6,0,1936,1,4,2006
898,1979,1979,0,0,2,0,6,2,12,0,1979,2,6,2009
899,2009,2010,1,0,2,1,2,1,11,2,2009,3,3,2010
900,1961,1994,0,0,1,0,3,1,6,1,1961,1,6,2006
901,1971,1971,0,0,1,0,2,1,4,0,1979,1,6,2007
902,1957,2000,1,0,1,0,2,1,5,0,1968,1,5,2009
903,2003,2003,0,0,2,1,3,1,8,1,2003,2,7,2006
904,2006,2006,0,0,2,0,3,1,7,1,2006,3,8,2006
905,1967,1967,0,0,1,0,3,1,6,0,1967,1,8,2007
906,1954,1954,1,0,1,0,3,1,6,0,1954,1,2,2010
907,2006,2006,1,0,2,0,3,1,8,1,2006,3,6,2007
908,1936,1987,0,0,1,1,3,1,6,1,1936,1,6,2006
909,1983,1983,1,0,1,0,2,1,5,0,1983,2,6,2006
910,2005,2005,0,0,2,1,3,1,8,1,2005,2,6,2009
911,1960,1960,0,0,2,0,5,2,12,0,1960,2,1,2010
912,1977,1989,0,0,1,1,3,1,5,0,1978,1,10,2009
913,1925,1950,0,0,1,0,3,1,6,0,1925,1,7,2006
914,1949,1950,0,0,2,0,4,2,8,0,1949,3,8,2007
915,2009,2009,0,0,2,1,2,1,4,0,2009,2,6,2009
916,1970,1970,0,0,1,1,3,1,6,0,1970,1,1,2007
917,1949,1950,1,0,0,0,1,1,4,0,1958,1,10,2006
918,1956,1956,0,0,1,0,3,1,6,0,1956,1,4,2009
919,1991,1991,1,0,2,1,4,1,8,1,1991,3,11,2007
920,1958,2002,1,0,1,0,3,1,6,1,1990,2,5,2008
921,1994,1994,0,1,2,1,3,1,7,0,1994,2,7,2007
922,1900,2003,2,0,2,2,4,2,9,0,NA,0,9,2008
923,2005,2006,0,0,2,0,3,1,6,1,2005,2,10,2006
924,1993,1994,1,0,2,0,2,1,5,1,1993,2,7,2008
925,1980,1980,1,0,2,0,3,1,7,1,1980,2,5,2006
926,1977,1977,0,1,2,0,3,1,6,0,1977,2,3,2008
927,2003,2004,0,0,2,1,4,1,10,1,2003,3,5,2007
928,1968,1968,0,0,2,1,4,1,9,1,1968,2,4,2008
929,2001,2001,0,0,2,0,3,1,7,1,2001,2,6,2009
930,1997,1997,0,0,2,1,4,1,8,1,1997,2,11,2006
931,2007,2007,0,0,2,0,3,1,7,0,2007,3,7,2009
932,1965,1965,0,1,1,0,2,1,5,0,1965,1,7,2009
933,2006,2006,0,0,2,0,3,1,8,1,2006,3,3,2007
934,2004,2004,0,0,2,0,3,1,6,0,2004,2,8,2009
935,1960,2007,1,0,2,0,4,1,9,1,1960,2,11,2008
936,1926,1953,0,0,1,0,1,1,5,0,1953,2,6,2006
937,2003,2003,1,0,2,0,2,1,5,0,2003,2,8,2009
938,2005,2005,0,0,2,1,3,1,8,1,2005,2,2,2009
939,2006,2006,0,0,2,1,3,1,7,0,2006,3,8,2006
940,1940,1950,0,0,2,0,4,1,10,2,1940,1,6,2010
941,1976,1976,0,0,2,0,4,2,8,0,1976,2,7,2006
942,1999,1999,1,0,2,1,3,1,8,1,1999,2,6,2009
943,1977,1977,2,0,2,0,4,2,8,0,NA,0,8,2007
944,1967,1967,0,0,2,0,4,2,8,0,1967,2,6,2007
945,1958,1958,0,1,1,0,3,1,7,1,1958,2,1,2009
946,1890,1996,0,0,1,0,2,1,7,0,1963,2,9,2009
947,1959,1959,1,0,1,0,3,1,6,1,1959,1,3,2006
948,2002,2003,1,0,2,0,3,1,9,1,2002,3,11,2007
949,2002,2002,0,0,2,1,3,1,7,1,2002,2,2,2006
950,1972,2006,1,0,1,1,3,1,5,1,1972,2,3,2010
951,1950,2002,1,0,1,0,3,1,5,0,1980,2,7,2007
952,1965,1965,1,0,1,0,3,1,6,0,1979,1,7,2006
953,1972,2003,0,1,1,0,2,1,5,0,1974,1,4,2009
954,1969,1969,0,1,2,1,4,1,7,1,1969,2,9,2008
955,1975,1975,0,2,2,0,4,0,4,0,NA,0,10,2006
956,1946,1950,0,0,2,0,4,2,8,0,1946,2,8,2007
957,1980,1980,0,0,1,1,2,1,5,1,1980,2,5,2009
958,1962,1962,0,0,1,0,3,1,6,0,1977,2,4,2007
959,2003,2003,1,0,2,0,3,1,6,0,2003,2,10,2007
960,1999,1999,1,0,2,1,3,1,6,0,1999,2,5,2010
961,1958,2008,1,0,1,0,2,1,4,0,NA,0,2,2010
962,1977,1995,1,0,2,1,4,1,11,1,1977,2,7,2008
963,1976,1976,1,0,2,1,3,1,7,1,1976,2,7,2007
964,2007,2007,0,0,2,0,2,1,7,0,2007,2,5,2009
965,2002,2003,1,0,2,1,4,1,8,1,2002,2,2,2010
966,2005,2007,0,0,2,1,3,1,8,1,2005,2,7,2007
967,1940,1950,1,0,1,1,2,1,7,2,1940,1,6,2009
968,1955,1955,1,0,1,0,3,1,6,0,1955,1,7,2008
969,1910,1950,0,0,1,0,2,1,6,0,NA,0,5,2009
970,1958,1958,1,0,1,0,2,1,6,0,1958,1,3,2006
971,1949,1950,0,0,1,1,4,1,6,0,NA,0,12,2006
972,2003,2004,0,0,2,0,2,1,6,0,2003,2,7,2009
973,1979,1979,0,0,2,0,2,1,5,1,1979,1,4,2010
974,2007,2008,0,0,2,0,3,1,6,0,2007,2,12,2008
975,1910,1993,0,0,1,0,3,1,8,0,1997,2,10,2009
976,2000,2000,1,0,2,1,3,1,6,0,2000,2,4,2006
977,1923,1958,0,0,1,0,2,1,4,0,NA,0,8,2006
978,2006,2007,1,0,1,1,1,1,4,0,2007,2,11,2007
979,1954,1954,0,0,1,0,3,1,5,0,1999,2,5,2007
980,1963,1963,1,0,1,0,3,1,5,0,1963,2,6,2009
981,1961,2007,1,0,1,0,3,1,6,0,1961,2,7,2008
982,1998,1999,1,0,2,1,4,1,8,1,1998,3,7,2009
983,2007,2007,0,0,2,0,2,1,6,1,2007,2,3,2008
984,2002,2002,0,0,2,1,4,1,9,1,2002,2,5,2008
985,1977,1977,0,0,2,0,4,2,8,0,1977,2,8,2009
986,1950,1950,1,0,1,0,3,1,5,0,1950,1,8,2008
987,1910,2003,0,0,1,0,2,1,5,0,1950,1,6,2006
988,2009,2010,1,0,2,1,3,1,8,1,2010,3,4,2010
989,1976,1976,0,0,2,1,4,1,8,1,1976,2,6,2007
990,2006,2006,0,0,2,1,3,1,6,0,2006,2,8,2006
991,1997,1998,1,0,2,1,3,1,7,1,1997,3,6,2006
992,1882,1986,0,0,1,1,4,1,8,1,1925,2,11,2009
993,1964,1993,0,0,2,1,3,1,7,1,1964,2,7,2007
994,2005,2006,0,0,2,1,3,1,6,0,2005,2,8,2006
995,2006,2007,1,0,2,0,3,1,7,1,2008,3,7,2009
996,1946,1950,1,0,1,1,3,1,5,0,1946,1,8,2006
997,1961,1961,1,0,1,0,3,1,6,0,1961,1,1,2006
998,1970,1970,0,0,2,0,2,1,6,1,1970,2,2,2009
999,1922,1950,0,0,1,0,3,1,6,1,1922,1,5,2006
1000,2006,2006,1,0,2,0,2,1,6,0,2006,2,2,2010
1001,1952,1952,0,0,1,0,2,1,4,0,1956,2,7,2009
1002,1920,1950,0,0,1,0,2,1,4,0,1920,1,1,2007
1003,2006,2006,0,0,2,0,3,1,7,1,2006,3,7,2008
1004,1976,1976,0,0,2,0,4,2,8,0,1976,2,6,2007
1005,2005,2006,0,0,2,0,1,1,7,1,2005,2,5,2009
1006,1977,1977,0,0,2,0,3,1,6,0,1977,1,11,2008
1007,1970,1970,0,1,2,0,3,1,7,1,1970,2,3,2007
1008,1970,1970,0,0,1,1,3,1,6,0,1970,1,8,2009
1009,2004,2005,0,0,2,0,3,1,7,1,2004,2,4,2009
1010,1926,1950,0,0,2,0,4,1,7,0,NA,0,6,2006
1011,1948,1950,0,0,2,0,4,1,7,1,1948,1,8,2008
1012,1965,1965,0,0,2,0,4,2,8,0,NA,0,5,2010
1013,1923,1996,0,0,1,1,3,1,7,2,1923,1,8,2007
1014,1910,2006,1,0,1,0,2,1,4,0,1956,1,6,2009
1015,1948,1950,0,0,1,0,2,1,5,1,1948,1,11,2007
1016,2001,2001,1,0,2,1,3,1,6,0,2001,2,11,2009
1017,1996,1996,1,0,2,0,3,1,6,1,1996,2,6,2009
1018,1984,1984,1,0,1,0,1,1,4,1,1984,2,8,2009
1019,1991,1992,0,0,2,1,3,1,7,1,1991,2,5,2007
1020,2005,2005,0,0,2,0,2,1,6,1,2005,2,4,2006
1021,2005,2005,1,0,1,1,2,1,5,0,2005,2,6,2008
1022,2006,2006,1,0,2,0,2,1,6,0,2006,2,7,2006
1023,1930,1950,0,0,1,0,2,1,6,0,1957,1,3,2007
1024,2005,2006,0,0,2,0,2,1,7,1,2005,2,5,2008
1025,1976,1976,1,0,2,0,2,1,10,1,1976,2,5,2008
1026,1972,1972,1,0,1,0,3,1,5,0,1980,2,3,2007
1027,1960,1960,1,0,1,0,3,1,6,2,1960,2,4,2010
1028,2007,2008,1,0,2,0,3,1,7,1,2008,3,4,2008
1029,1941,1950,1,0,1,0,3,1,6,1,1941,1,4,2007
1030,1972,1972,0,1,1,1,3,1,7,0,1972,1,5,2006
1031,1916,1995,0,0,2,0,5,2,10,0,NA,0,7,2006
1032,1920,1970,1,0,2,1,5,1,12,2,1970,2,8,2009
1033,1993,1993,1,0,2,1,5,1,10,1,1993,3,11,2006
1034,2002,2002,1,0,2,0,3,1,6,0,2002,3,2,2006
1035,1938,1950,0,0,1,0,2,1,5,1,1938,1,6,2007
1036,1957,1957,0,0,1,0,3,1,5,0,1957,1,1,2009
1037,2007,2008,1,0,2,0,2,1,6,1,2008,3,9,2009
1038,2001,2002,0,0,2,1,3,1,7,1,2001,2,9,2008
1039,1970,2008,0,0,1,1,3,1,6,1,NA,0,5,2009
1040,1970,1970,1,0,1,0,1,1,3,0,1970,1,4,2009
1041,1957,2000,1,0,2,0,3,1,8,1,1957,2,1,2006
1042,1966,2000,0,1,1,1,4,1,7,0,1966,2,7,2008
1043,2005,2005,1,0,2,0,1,1,5,1,2005,2,8,2009
1044,1990,1990,1,0,2,1,4,1,10,1,1990,2,5,2008
1045,1981,1981,1,0,2,1,4,1,9,1,1981,2,7,2009
1046,1955,1955,0,0,2,0,4,1,8,1,1955,2,6,2009
1047,2005,2006,0,0,3,1,4,1,11,1,2005,3,7,2006
1048,1994,1995,0,1,1,0,3,1,5,0,1996,2,2,2008
1049,1960,2006,0,0,1,0,3,1,9,1,1960,2,11,2009
1050,1946,2006,0,0,1,0,2,1,6,0,1946,1,4,2010
1051,2007,2007,0,0,2,0,3,1,6,0,2007,2,8,2007
1052,2007,2007,0,0,2,0,3,1,6,1,2007,2,10,2007
1053,1964,1978,0,1,1,1,4,1,9,1,1964,2,6,2007
1054,1957,2002,0,0,1,0,4,1,7,1,1957,1,5,2010
1055,2002,2002,1,0,2,1,3,1,7,1,2002,2,11,2006
1056,1976,1976,0,1,2,0,3,1,7,1,1976,2,5,2008
1057,2005,2005,1,0,2,0,2,1,6,1,2005,2,6,2006
1058,1994,1994,0,0,2,1,3,1,7,1,1994,2,1,2009
1059,2008,2008,1,0,2,1,3,1,10,1,2008,3,7,2009
1060,1932,1950,0,0,1,1,3,1,7,1,1977,2,3,2007
1061,2001,2001,1,0,2,0,2,1,6,0,2001,2,4,2010
1062,1935,1950,0,0,1,0,2,1,6,0,1994,3,8,2008
1063,1900,1950,0,0,2,0,5,2,10,0,1945,2,9,2007
1064,1925,1980,0,0,1,0,2,1,5,1,1976,2,7,2006
1065,1966,1966,0,0,1,1,3,1,6,1,1966,2,11,2009
1066,1996,1997,1,0,2,1,3,1,7,0,1996,2,4,2010
1067,1993,1994,0,0,2,1,3,1,7,1,1993,2,5,2009
1068,1964,1964,1,0,1,1,4,1,7,0,1964,2,6,2008
1069,1973,1973,1,0,2,1,5,1,10,1,1973,2,6,2006
1070,1949,2003,0,1,1,0,2,1,4,0,1985,2,5,2007
1071,1956,1956,1,0,1,0,3,1,6,0,1956,1,6,2007
1072,1968,1968,0,0,1,1,4,1,8,0,1968,2,5,2009
1073,1948,1950,1,1,1,0,4,1,7,1,1954,1,8,2006
1074,1977,1977,0,0,1,1,3,1,6,0,1977,2,7,2009
1075,2006,2006,0,0,2,0,2,1,5,0,2006,3,5,2007
1076,1940,1984,0,0,1,1,3,1,6,2,1940,1,7,2007
1077,1936,1989,0,1,2,0,3,1,7,1,1950,2,4,2006
1078,1969,1969,1,0,1,0,3,1,6,0,1969,1,3,2006
1079,2004,2004,1,0,1,0,1,1,3,1,2004,2,5,2006
1080,1994,1994,0,0,1,0,3,1,5,0,1996,1,4,2007
1081,1971,2004,0,1,2,0,3,1,5,0,1971,2,10,2008
1082,1963,1963,1,0,1,1,3,1,5,0,1963,1,6,2010
1083,2002,2002,0,0,2,0,3,1,6,1,2002,2,9,2007
1084,1964,1964,1,0,1,0,3,1,6,2,1964,1,3,2006
1085,1995,1996,0,0,2,1,3,1,6,1,1995,2,7,2006
1086,1992,1992,1,0,1,0,2,1,5,0,1992,2,4,2010
1087,1973,1973,0,0,1,1,3,1,6,0,1973,1,5,2010
1088,2005,2006,0,0,2,1,3,1,9,1,2005,3,5,2009
1089,2004,2004,0,0,2,0,3,1,7,0,2004,2,4,2006
1090,2005,2005,1,0,1,1,1,1,4,1,2005,2,4,2006
1091,1950,1950,0,0,2,0,2,2,6,0,1987,2,6,2009
1092,1999,2000,1,0,2,1,2,1,4,0,1999,2,3,2008
1093,1925,1950,0,0,2,0,4,1,7,1,1925,2,6,2008
1094,1965,1998,1,0,1,1,1,1,6,0,1977,2,10,2006
1095,1956,2000,1,0,1,0,2,1,4,0,1956,1,5,2010
1096,2006,2006,0,0,2,0,3,1,6,1,2006,2,3,2007
1097,1914,2006,0,0,1,1,3,1,7,0,NA,0,3,2007
1098,1986,1986,0,0,1,1,2,1,5,0,1987,2,10,2007
1099,1936,1950,0,0,1,0,3,1,6,0,1936,1,7,2009
