Id,YearBuilt,YearRemodAdd,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,MoSold,YrSold
1100,1978,1978,0,0,2,0,3,1,7,1,1978,2,4,2009
1101,1920,1950,0,0,1,0,1,1,3,0,1930,1,1,2009
1102,1971,1971,0,0,1,0,3,1,5,0,1981,1,7,2007
1103,1960,2002,0,0,1,0,2,1,6,0,1960,1,4,2007
1104,1959,1959,0,1,1,0,3,1,6,1,1954,2,7,2006
1105,1970,1970,0,0,2,1,3,1,6,0,1970,2,4,2007
1106,1994,1995,1,0,2,1,3,1,9,2,1994,2,4,2010
1107,1990,1991,1,0,2,0,3,1,6,1,1990,2,5,2007
1108,2006,2006,0,0,2,1,3,1,9,1,2006,2,9,2006
1109,2000,2000,0,0,2,1,3,1,7,1,2000,2,11,2007
1110,2004,2005,1,0,2,0,3,1,7,1,2004,3,3,2009
1111,1995,1996,1,0,2,1,3,1,8,1,1995,2,6,2008
1112,1976,1976,0,0,2,1,4,1,8,1,1976,2,9,2008
1113,1957,1957,1,0,1,0,2,1,5,0,1957,1,7,2006
1114,1953,2006,1,0,1,0,2,1,6,0,1953,1,5,2007
1115,1954,2000,0,0,1,0,2,1,4,0,1955,1,8,2006
1116,2007,2007,1,0,2,0,3,1,7,1,2007,3,11,2007
1117,2002,2002,1,0,2,1,3,1,7,1,2002,2,3,2009
1118,1967,2003,1,0,1,0,3,1,5,0,1967,2,5,2008
1119,1958,1987,0,1,1,0,3,1,6,0,1958,1,12,2008
1120,1959,1959,0,0,1,0,3,1,6,0,1959,1,7,2006
1121,1920,1950,0,0,1,0,2,1,6,1,1920,1,5,2007
1122,2005,2006,0,0,2,0,3,1,7,0,2005,3,7,2006
1123,1956,1956,0,0,1,0,3,1,5,0,1956,1,10,2009
1124,1947,2008,0,1,1,0,2,1,4,0,NA,0,6,2009
1125,1992,1992,0,0,2,1,3,1,7,1,1992,2,7,2007
1126,1955,1955,0,0,1,0,2,1,5,1,1977,2,11,2009
1127,2007,2007,0,0,2,0,2,1,7,1,2007,3,6,2009
1128,2004,2004,1,0,2,0,3,1,7,1,2004,3,11,2007
1129,2004,2005,0,0,2,1,4,1,8,1,2004,2,7,2007
1130,1980,1980,1,0,1,0,2,1,4,0,1980,2,8,2007
1131,1928,1950,1,0,2,0,4,1,7,2,1981,2,12,2009
1132,1991,1992,0,0,1,0,3,1,5,0,NA,0,9,2007
1133,1880,1950,0,0,2,0,5,1,8,0,1930,1,5,2007
1134,1995,1995,0,0,2,1,3,1,8,1,1995,2,6,2009
1135,1997,1997,0,0,2,1,3,1,7,1,1997,2,8,2007
1136,1926,1950,0,0,1,0,2,1,5,1,1926,1,5,2007
1137,1950,1950,0,0,1,0,3,1,6,0,1950,1,4,2008
1138,1875,1996,0,0,1,0,2,1,6,0,NA,0,5,2010
1139,1977,1977,1,0,2,0,2,1,5,2,1977,2,5,2009
1140,1920,1950,0,0,1,0,3,1,6,1,1972,2,5,2007
1141,1951,1951,1,0,1,0,2,1,4,0,1988,2,6,2008
1142,1976,1976,1,0,2,1,4,1,9,1,1976,2,10,2009
1143,2006,2007,1,0,3,0,4,1,11,1,2006,3,4,2007
1144,1959,1959,0,0,1,0,3,1,5,0,NA,0,7,2008
1145,1941,1950,1,0,1,0,2,1,5,0,1941,1,7,2010
1146,1928,1950,0,0,1,0,3,1,8,1,1928,1,8,2006
1147,1985,1985,1,0,2,0,3,1,5,1,1985,2,5,2006
1148,1941,1950,0,0,1,1,3,1,7,1,1941,1,7,2009
1149,1926,1950,0,0,1,0,2,1,5,1,1982,1,8,2008
1150,1920,1988,0,1,1,0,3,1,7,0,1930,2,7,2009
1151,1950,1950,0,0,1,0,2,1,4,1,1950,1,11,2007
1152,1959,1959,0,0,1,1,3,1,6,2,1959,2,11,2006
1153,1956,2004,0,0,1,0,2,1,6,1,1956,2,7,2006
1154,1930,2007,0,0,1,0,2,1,5,0,2002,1,6,2008
1155,1965,1988,0,0,1,2,4,1,8,2,1965,2,5,2008
1156,1976,2004,1,0,2,0,3,1,6,1,1976,2,7,2007
1157,1965,1999,0,1,2,0,3,1,6,1,1965,2,10,2008
1158,2007,2008,1,0,2,0,2,1,6,1,2008,2,7,2009
1159,2007,2008,0,0,2,0,3,1,7,0,2008,3,6,2008
1160,1974,1974,0,0,2,1,4,1,8,1,1974,2,7,2008
1161,1978,1978,0,0,2,1,3,1,7,1,1978,2,7,2010
1162,1954,2006,1,0,1,0,3,1,7,1,1993,2,11,2008
1163,1968,1968,0,0,1,0,3,1,5,1,1968,2,5,2007
1164,1969,1969,2,0,0,2,0,2,6,0,1969,2,1,2008
1165,1978,1978,1,0,1,1,2,1,5,1,1978,2,6,2007
1166,2009,2009,0,0,2,0,3,1,7,0,2009,2,9,2009
1167,2008,2008,0,0,2,0,3,1,7,0,2008,3,2,2010
1168,2000,2000,1,0,2,1,3,1,7,1,2000,2,2,2006
1169,1935,1986,0,0,2,0,4,1,7,2,1935,2,7,2008
1170,1995,1996,1,0,3,1,4,1,10,1,1995,3,7,2006
1171,1977,1977,1,0,1,0,3,1,6,1,1977,1,7,2008
1172,1958,1958,1,0,1,0,3,1,6,1,1958,2,11,2008
1173,2006,2007,0,0,2,1,2,1,5,0,2006,2,3,2008
1174,1946,1994,0,0,3,0,3,1,12,1,NA,0,3,2007
1175,1932,1950,0,0,2,1,4,1,9,1,1932,2,7,2006
1176,1992,2000,0,0,2,1,4,1,9,1,1992,2,4,2007
1177,1984,1985,1,0,1,0,3,1,5,0,1984,1,10,2008
1178,1926,2004,0,0,1,0,3,1,5,0,1926,1,12,2009
1179,1921,1950,0,0,1,1,3,1,7,1,1921,1,7,2009
1180,1954,1954,0,0,1,0,3,1,5,1,NA,0,4,2006
1181,1990,1991,0,0,2,1,4,1,8,0,1990,2,4,2006
1182,2008,2008,1,1,2,0,2,1,5,1,2008,2,11,2008
1183,1996,1996,1,0,3,1,4,1,10,2,1996,3,7,2007
1184,1920,1950,1,0,1,0,2,1,5,1,1970,2,6,2006
1185,1963,1963,1,0,1,1,3,1,5,2,1963,3,5,2007
1186,1924,1950,1,0,1,0,4,1,7,0,1965,1,3,2006
1187,1900,1970,1,0,2,0,3,2,7,0,1920,2,8,2009
1188,1994,1995,1,0,2,0,2,1,5,1,1994,3,7,2006
1189,2002,2002,0,0,2,1,3,1,7,0,2002,2,7,2009
1190,1999,1999,0,0,2,1,3,1,7,1,1999,2,6,2010
1191,1961,1975,1,0,1,0,3,1,7,1,1975,4,3,2007
1192,1999,2000,0,0,2,1,2,1,5,0,1999,2,11,2007
1193,1925,1994,0,0,1,0,3,1,6,0,1925,1,7,2007
1194,1999,1999,1,0,2,0,2,1,5,0,1999,2,6,2009
1195,1969,1969,0,0,1,1,4,1,7,0,1969,1,3,2010
1196,2005,2005,0,0,2,1,3,1,8,0,2005,2,7,2008
1197,2006,2006,0,0,2,1,4,1,9,1,2006,3,11,2006
1198,1916,1950,0,0,1,0,3,1,7,1,1916,1,7,2006
1199,2001,2001,0,0,2,0,3,1,6,0,2001,2,6,2009
1200,1963,1979,0,0,1,1,3,1,6,1,1974,2,10,2006
1201,1970,1970,0,0,1,0,3,1,5,0,1972,1,7,2006
1202,1998,1998,0,0,2,1,3,1,6,0,1998,2,3,2009
1203,1925,1997,1,0,1,0,3,1,5,1,1960,1,5,2009
1204,2000,2001,0,0,2,0,3,1,6,1,2000,2,10,2009
1205,1975,1975,1,0,1,1,3,1,6,0,1975,2,7,2006
1206,1990,1991,0,0,2,0,3,1,7,1,1990,3,6,2009
1207,1966,1966,1,0,1,0,2,1,5,0,1966,1,11,2006
1208,2003,2003,1,0,2,0,3,1,7,0,2003,2,5,2006
1209,1962,1980,1,0,1,0,3,1,6,0,1980,2,10,2008
1210,2006,2006,1,0,2,0,3,1,8,1,2006,2,5,2006
1211,1992,1992,0,0,2,1,3,1,8,1,1992,2,5,2010
1212,1988,2005,0,0,2,0,4,1,8,0,1988,2,6,2010
1213,1941,1950,1,0,1,0,2,1,4,0,1941,1,8,2009
1214,1965,2001,1,1,0,0,0,1,3,0,1965,1,5,2006
1215,1962,1962,1,0,1,0,3,1,6,0,1962,1,5,2006
1216,1966,1966,0,0,1,0,3,1,5,0,1966,1,5,2007
1217,1978,1978,0,0,2,0,4,2,8,0,1978,2,4,2010
1218,2009,2009,1,0,2,0,3,1,6,0,2009,2,9,2009
1219,1947,1950,0,0,1,0,2,1,3,0,NA,0,7,2006
1220,1971,1971,0,0,1,1,3,1,7,0,NA,0,4,2006
1221,1964,1964,0,0,1,0,2,1,5,0,1964,1,11,2006
1222,1968,1968,0,0,1,0,3,1,5,1,1968,1,8,2008
1223,1949,1950,0,0,2,0,3,1,7,1,1949,1,1,2007
1224,1951,1951,0,0,2,0,4,1,7,0,1951,2,10,2006
1225,2004,2005,1,0,2,1,3,1,8,1,2004,2,2,2008
1226,1958,1958,0,1,1,0,3,1,6,0,1958,1,6,2007
1227,2007,2007,0,0,2,1,4,1,9,1,2007,3,1,2008
1228,1965,2008,1,0,1,0,2,1,5,0,1992,2,12,2008
1229,2008,2008,1,0,1,1,1,1,7,1,2008,3,10,2008
1230,1960,1960,0,0,2,0,4,1,7,0,1960,1,8,2008
1231,1977,1977,0,0,2,2,4,2,12,1,1977,2,8,2007
1232,1962,1962,1,0,1,0,3,1,6,0,1962,2,5,2006
1233,1962,1962,0,0,2,0,2,2,6,0,1962,2,3,2007
1234,1959,1959,1,0,1,0,3,1,6,0,1959,2,5,2010
1235,1911,1950,0,0,1,1,4,1,7,0,NA,0,11,2008
1236,1914,1950,0,0,1,1,4,1,9,0,1914,1,7,2006
1237,2003,2003,0,0,2,1,2,1,6,0,2003,2,6,2010
1238,2004,2005,0,0,2,1,4,1,8,1,2004,2,9,2006
1239,2005,2005,0,0,1,1,3,1,6,0,2005,2,3,2006
1240,2006,2006,0,0,2,0,2,1,6,1,2006,2,12,2007
1241,2003,2003,1,0,2,1,3,1,8,0,2003,2,7,2008
1242,2007,2007,0,0,2,0,3,1,7,0,2007,3,6,2007
1243,1974,1974,1,0,2,0,3,1,6,2,1974,2,1,2010
1244,2006,2006,1,0,2,1,2,1,7,1,2006,3,9,2006
1245,1929,1950,0,0,1,0,3,1,7,2,1931,2,6,2006
1246,1984,2003,0,0,3,1,3,1,7,1,1984,2,1,2007
1247,2005,2006,0,0,2,1,3,1,6,0,2005,2,3,2006
1248,1976,1976,1,0,1,0,3,1,6,0,1976,3,5,2010
1249,1917,1950,0,0,1,1,3,1,8,1,1950,2,4,2008
1250,1950,1950,0,0,1,0,3,1,6,0,1950,1,5,2007
1251,1968,1968,1,0,2,1,3,1,8,2,1968,2,4,2010
1252,2003,2003,0,0,2,0,2,1,6,1,2003,2,3,2006
1253,1968,1968,1,0,1,0,3,1,5,0,1968,1,11,2009
1254,1974,2003,1,0,2,1,3,1,9,2,1974,2,7,2007
1255,2003,2004,0,0,2,1,3,1,7,1,2003,2,7,2008
1256,1931,1950,0,0,1,0,3,1,6,1,1978,1,11,2007
1257,1994,1994,1,0,2,0,2,1,7,1,1994,2,8,2008
1258,1922,1950,0,0,1,0,2,1,4,0,NA,0,7,2009
1259,2005,2005,1,0,2,0,2,1,5,0,2005,2,7,2008
1260,1969,1969,1,0,1,1,3,1,6,0,1969,2,7,2008
1261,1999,1999,0,0,2,1,3,1,7,1,1999,2,6,2009
1262,1956,1956,0,0,1,0,2,1,5,0,1956,1,6,2009
1263,1957,1989,1,0,1,0,5,1,8,2,1957,1,11,2009
1264,1919,1950,0,0,1,0,3,1,8,1,1940,2,7,2007
1265,1998,1999,1,0,2,0,2,1,5,0,1998,2,8,2008
1266,1999,1999,1,0,2,1,3,1,6,0,1999,2,3,2006
1267,1910,1950,0,0,1,1,4,2,9,1,1960,1,1,2007
1268,2008,2009,0,0,2,0,3,1,10,1,2009,3,5,2010
1269,1935,1997,0,0,3,1,4,1,11,2,1982,3,5,2008
1270,1958,1958,0,0,1,1,3,1,7,0,1958,1,7,2007
1271,1979,1979,2,0,0,1,0,1,4,1,1979,2,4,2010
1272,1968,1968,0,0,2,0,3,1,7,1,1968,2,8,2009
1273,1965,1965,1,0,1,0,3,1,5,0,1965,1,11,2006
1274,1959,2006,1,0,1,0,2,1,5,1,1959,1,5,2008
1275,1910,2003,0,0,2,0,3,1,8,1,1985,2,11,2007
1276,1948,1950,0,0,2,0,4,2,10,0,1948,2,7,2007
1277,1972,1972,0,1,1,1,3,1,6,1,1972,2,12,2009
1278,1967,1976,1,0,1,1,3,1,7,1,1967,2,6,2009
1279,2002,2002,1,0,2,1,3,1,7,1,2002,2,3,2008
1280,1920,1950,0,0,1,0,2,1,6,0,1980,2,4,2010
1281,2002,2002,1,0,2,0,3,1,6,0,2002,2,3,2009
1282,1990,1990,1,0,2,0,2,1,6,1,1990,2,7,2006
1283,1977,2008,0,0,2,0,3,1,5,0,1977,2,9,2009
1284,1971,1971,0,0,2,2,4,2,8,0,NA,0,4,2010
1285,1919,1990,0,0,2,0,4,1,10,1,1969,1,3,2010
1286,1939,1950,0,0,1,0,4,1,6,1,1939,1,5,2009
1287,1963,1963,1,0,1,1,3,1,6,2,1963,2,6,2010
1288,1964,1964,0,1,2,0,4,1,7,0,1964,2,6,2006
1289,2000,2000,1,0,2,0,2,1,5,1,2000,2,10,2009
1290,2006,2006,0,0,2,1,3,1,8,1,2006,3,10,2006
1291,1964,1964,1,0,1,0,3,1,6,1,1964,2,4,2010
1292,1972,1972,0,0,2,1,3,1,6,0,1972,1,2,2009
1293,1892,1965,0,0,2,0,4,2,11,0,1985,1,12,2009
1294,1976,1976,0,0,2,1,4,1,8,1,1976,2,3,2006
1295,1955,1990,1,0,1,0,2,1,5,0,1957,2,4,2006
1296,1968,1968,1,0,1,1,3,1,5,0,1968,1,11,2006
1297,1963,1963,1,0,2,0,3,1,6,0,1963,2,12,2008
1298,2005,2006,1,0,2,0,2,1,5,0,2005,2,6,2006
1299,2008,2008,2,0,2,1,3,1,12,3,2008,2,1,2008
1300,1959,1994,1,0,1,1,3,1,6,0,1959,1,5,2010
1301,1999,1999,0,0,2,1,3,1,9,1,1999,2,5,2009
1302,1942,1950,0,0,1,0,3,1,7,2,1942,1,11,2009
1303,1994,1994,1,0,2,1,4,1,8,1,1994,3,12,2006
1304,2005,2005,0,0,2,0,3,1,7,0,2005,3,4,2006
1305,2004,2004,0,0,2,0,3,1,7,0,2004,2,4,2006
1306,2006,2007,1,0,2,0,2,1,6,2,2006,2,11,2009
1307,2005,2006,0,0,2,0,2,1,6,1,2005,2,9,2006
1308,1994,1995,1,0,1,0,3,1,5,0,2000,2,5,2009
1309,1948,2005,1,0,1,0,2,1,6,0,1948,2,5,2008
1310,1991,1991,1,0,2,0,3,1,6,0,1991,2,6,2008
1311,1959,2002,1,0,2,0,3,1,7,2,1959,2,5,2010
1312,2005,2007,1,0,2,0,3,1,6,0,2005,2,1,2007
1313,1990,1990,0,0,2,1,4,1,9,1,1990,2,6,2007
1314,1999,1999,0,0,2,1,4,1,10,1,1999,3,5,2010
1315,1954,1954,1,0,1,0,3,1,5,1,1956,1,10,2007
1316,1969,1969,0,0,2,1,4,1,9,2,1969,2,6,2008
1317,2008,2008,1,0,2,0,3,1,8,1,2008,3,1,2009
1318,2006,2007,0,0,2,0,2,1,5,1,2006,2,4,2007
1319,2001,2002,0,0,2,0,3,1,7,1,2001,3,8,2006
1320,1954,1954,0,0,1,0,3,1,5,0,1954,1,2,2007
1321,1957,1957,1,0,1,1,3,1,6,2,1957,2,6,2009
1322,1949,1950,0,0,1,0,2,1,4,0,1955,1,7,2008
1323,1992,1992,1,0,2,1,3,1,8,1,1992,2,6,2010
1324,1940,1950,0,0,1,0,2,1,5,0,NA,0,12,2009
1325,2006,2007,0,0,2,0,2,1,7,1,2007,3,2,2007
1326,1922,1950,0,0,1,0,2,1,5,0,NA,0,1,2008
1327,1931,2006,0,0,1,0,3,1,6,0,NA,0,5,2007
1328,1982,2008,0,1,1,0,3,1,5,1,1982,1,10,2008
1329,1920,1950,0,0,2,0,5,1,8,2,1920,2,6,2008
1330,1998,1998,0,0,2,1,3,1,8,1,1998,2,6,2006
1331,2006,2006,0,0,2,0,3,1,7,1,2006,3,12,2007
1332,1976,1976,0,0,1,0,3,1,6,0,1976,2,7,2006
1333,1938,1958,1,0,1,0,2,1,3,1,1958,1,5,2009
1334,1938,1995,0,0,1,1,2,1,6,0,1951,1,7,2006
1335,1970,1970,0,0,1,1,3,1,7,0,1970,2,5,2009
1336,1977,1977,0,1,2,0,2,1,6,1,1977,2,4,2009
1337,1973,1973,0,0,2,0,4,2,8,0,1973,2,11,2008
1338,1941,1950,0,0,1,0,2,1,4,0,NA,0,3,2006
1339,2002,2002,1,0,2,1,3,1,8,0,2002,2,6,2006
1340,1972,1972,0,0,1,0,3,1,5,0,1972,1,6,2006
1341,1971,1971,0,0,1,0,3,1,5,0,1974,4,6,2007
1342,2003,2004,1,0,1,0,3,1,6,0,2004,2,7,2008
1343,2002,2002,0,0,2,1,3,1,7,1,2002,2,8,2007
1344,1928,1950,0,0,1,1,3,1,9,1,1929,2,3,2009
1345,2006,2006,0,0,2,1,3,1,8,1,2006,2,7,2007
1346,1920,1950,0,0,1,0,2,1,5,0,1997,1,7,2007
1347,1968,2003,0,0,2,0,3,1,9,1,1968,2,6,2006
1348,2006,2007,1,0,2,0,3,1,7,1,2006,3,5,2007
1349,1998,1998,1,0,2,0,3,1,5,1,1998,2,8,2007
1350,1872,1987,0,0,2,0,4,1,8,0,NA,0,12,2008
1351,1969,1969,1,1,2,2,6,2,12,0,1969,4,8,2009
1352,1962,1962,0,0,1,1,4,1,8,1,1962,2,3,2008
1353,1937,2000,0,0,1,0,2,1,4,0,1999,2,7,2009
1354,1995,1996,1,0,2,1,4,1,9,1,1996,3,3,2010
1355,2000,2000,1,0,2,1,3,1,7,1,2000,3,6,2008
1356,1968,1992,0,0,3,0,4,1,8,1,1968,2,9,2006
1357,1966,1966,0,0,1,0,3,1,5,0,1966,1,10,2008
1358,1971,2008,1,0,1,1,3,1,6,1,1971,2,4,2010
1359,2000,2000,0,0,2,1,3,1,5,0,2000,2,6,2010
1360,2004,2005,1,0,2,0,3,1,8,1,2004,3,9,2006
1361,1921,1998,0,0,3,1,4,1,8,0,1998,2,5,2008
1362,2005,2005,1,0,2,0,3,1,7,1,2005,2,6,2009
1363,1920,2007,0,0,2,0,4,1,7,1,1920,1,6,2009
1364,2006,2007,0,0,2,1,3,1,6,1,2007,2,3,2007
1365,2005,2005,0,0,2,1,2,1,4,0,2005,2,4,2006
1366,2000,2000,1,0,2,1,3,1,7,0,2000,2,1,2010
1367,1999,1999,1,0,2,1,3,1,7,0,1999,2,6,2008
1368,1977,1977,0,0,2,0,4,1,6,1,1977,1,7,2006
1369,2003,2004,1,0,1,0,1,1,4,0,2003,2,6,2009
1370,2003,2003,1,0,2,0,3,1,8,1,2003,2,5,2010
1371,1920,1950,0,0,1,0,2,1,6,0,1967,1,10,2009
1372,1955,1996,1,0,1,0,3,1,8,1,1955,1,10,2008
1373,1998,1998,1,0,2,1,3,1,8,1,1998,2,6,2006
1374,2001,2002,1,0,2,1,2,1,8,2,2001,3,3,2007
1375,2005,2005,0,0,2,1,3,1,9,1,2005,3,7,2008
1376,2007,2007,0,0,2,0,3,1,7,1,2007,3,12,2007
1377,1930,1950,0,0,1,0,2,1,4,0,1925,1,4,2008
1378,1941,1960,0,0,2,0,3,1,6,0,1977,2,7,2009
1379,1973,1973,0,0,1,1,2,1,5,0,1973,1,6,2006
1380,2006,2007,0,0,2,1,3,1,7,0,2007,2,5,2008
1381,1914,1950,1,0,1,0,2,1,5,0,1938,1,6,2010
1382,1970,1970,0,0,2,1,4,1,7,2,1970,2,5,2008
1383,1920,1950,1,0,1,1,4,1,8,0,1989,2,10,2006
1384,1918,2007,0,0,2,0,3,1,7,0,2007,2,8,2007
1385,1939,1950,0,0,1,0,2,1,6,0,1939,1,10,2009
1386,1922,2007,1,0,1,0,3,1,7,0,1922,1,5,2010
1387,1978,1978,1,0,3,1,5,1,12,2,1978,2,7,2006
1388,1916,1950,0,0,2,0,5,1,10,1,1916,1,8,2007
1389,2006,2007,1,0,2,0,3,1,7,2,2006,3,10,2009
1390,1941,1950,0,1,1,0,3,1,6,1,2003,2,3,2007
1391,2000,2000,1,0,2,0,3,1,6,0,2000,2,9,2006
1392,1967,1967,0,0,2,0,4,2,8,0,1967,3,4,2009
1393,1967,1967,1,0,1,0,3,1,6,1,1967,1,12,2006
1394,1905,2000,0,0,2,0,3,2,7,1,2003,2,4,2008
1395,2006,2006,1,0,2,0,2,1,6,1,2006,3,10,2006
1396,2005,2006,0,0,2,1,4,1,9,1,2005,3,2,2007
1397,1948,1950,1,0,1,0,3,1,7,2,1966,2,6,2010
1398,1920,2004,0,0,1,1,4,1,8,0,1933,1,5,2007
1399,1950,1982,1,0,1,1,3,1,7,0,1950,1,5,2009
1400,1925,1990,0,0,2,1,3,1,7,1,1925,1,10,2009
1401,1929,1950,0,0,1,0,3,1,5,1,1929,1,7,2008
1402,2004,2004,1,0,2,1,3,1,8,1,2004,2,4,2008
1403,2006,2006,0,0,2,0,2,1,6,1,2006,2,7,2006
1404,2007,2007,1,0,2,0,3,1,6,0,2007,3,8,2007
1405,1915,1950,0,0,1,0,3,1,6,0,1998,3,1,2006
1406,2004,2005,1,1,2,0,2,1,5,1,2004,2,1,2008
1407,1972,2007,1,0,1,0,2,1,5,0,1988,2,3,2009
1408,1985,1985,1,0,1,0,3,1,5,0,NA,0,3,2009
1409,1910,1950,0,0,1,0,3,1,6,0,1966,2,6,2010
1410,1986,1991,0,0,2,1,3,1,7,1,1986,2,11,2008
1411,2001,2001,1,0,2,1,3,1,6,0,2001,2,6,2009
1412,1950,2005,0,0,1,1,3,1,6,0,1950,1,9,2009
1413,1949,1950,0,0,2,0,2,2,6,0,1956,2,6,2009
1414,2005,2006,1,0,2,0,2,1,7,1,2005,2,9,2009
1415,1923,2000,0,0,1,1,4,1,8,1,1922,2,6,2008
1416,2007,2007,0,1,2,0,1,1,7,1,2007,3,5,2009
1417,1885,1950,0,0,2,0,4,2,11,0,1971,2,4,2010
1418,1998,1998,1,0,2,1,3,1,7,1,1998,3,5,2009
1419,1963,1963,1,0,1,1,3,1,6,0,1962,1,8,2008
1420,1969,1969,1,0,2,0,3,1,7,1,1969,2,12,2006
1421,1968,1968,0,0,2,1,3,1,7,1,1968,2,5,2006
1422,1977,1977,0,0,2,0,2,1,4,1,1977,2,7,2010
1423,2003,2003,1,0,1,0,1,1,3,0,2003,2,3,2008
1424,1966,1966,0,0,2,0,4,1,8,1,1966,2,8,2006
1425,1958,1983,1,0,1,0,2,1,6,1,1970,1,6,2007
1426,1959,1959,0,0,1,0,3,1,7,0,1960,2,10,2008
1427,1994,1994,1,0,2,1,3,1,5,2,1994,2,8,2008
1428,1945,1950,1,0,1,1,3,1,6,1,1962,1,4,2008
1429,1940,1992,1,0,1,0,2,1,4,2,1940,1,2,2010
1430,1981,1981,0,0,2,0,3,1,7,1,1981,2,4,2007
1431,2005,2005,0,0,2,1,4,1,7,1,2005,2,7,2006
1432,1976,1976,0,0,2,0,2,1,5,0,1976,2,10,2009
1433,1927,2007,0,0,2,0,4,1,5,0,1928,1,8,2007
1434,2000,2000,1,0,2,1,3,1,8,1,2000,2,5,2008
1435,1977,1977,1,0,2,0,3,1,5,1,1977,2,5,2006
1436,1962,2005,1,0,1,1,3,1,7,1,1962,2,7,2008
1437,1971,1971,0,0,1,0,3,1,5,0,1974,2,5,2007
1438,2008,2008,1,0,2,0,2,1,7,1,2008,3,11,2008
1439,1957,1996,1,0,1,0,2,1,6,0,1957,2,4,2010
1440,1979,1979,0,0,2,1,3,1,6,1,1979,2,11,2007
1441,1922,1994,0,0,2,0,3,1,11,1,1993,2,9,2008
1442,2004,2004,1,0,1,0,1,1,3,1,2004,2,5,2008
1443,2008,2008,1,0,2,1,3,1,10,1,2008,3,4,2009
1444,1916,1950,0,0,1,0,2,1,4,1,1916,1,5,2009
1445,2004,2004,0,0,2,0,3,1,7,0,2004,2,11,2007
1446,1966,1966,1,0,1,0,3,1,6,0,1990,1,5,2007
1447,1962,1962,0,0,1,0,3,1,6,0,1962,1,4,2010
1448,1995,1996,1,0,2,1,3,1,8,1,1995,2,12,2007
1449,1910,2000,0,0,1,1,2,1,6,0,1950,1,5,2007
1450,1970,1970,1,0,1,0,1,1,3,0,NA,0,8,2006
1451,1974,1974,0,0,2,2,4,2,8,0,NA,0,9,2009
1452,2008,2009,0,0,2,0,3,1,7,1,2008,3,5,2009
1453,2005,2005,1,0,1,0,2,1,5,0,2005,2,5,2006
1454,2006,2006,0,0,1,0,3,1,6,0,NA,0,7,2006
1455,2004,2005,1,0,2,0,2,1,6,0,2004,2,10,2009
1456,1999,2000,0,0,2,1,3,1,7,1,1999,2,8,2007
1457,1978,1988,1,0,2,0,3,1,7,2,1978,2,2,2010
1458,1941,2006,0,0,2,0,4,1,9,2,1941,1,5,2010
1459,1950,1996,1,0,1,0,2,1,5,0,1950,1,4,2010
1460,1965,1965,1,0,1,1,3,1,6,0,1965,1,6,2008